feedback_id,user_id,rating,feature_name,comments,session_id
2114,9468,4,api_integration,Excellent user experience,61046
2115,3991,4,sales_insights,"Great feature, very intuitive!",25903
2116,6420,5,sales_insights,Very helpful for our team,41347
2117,8546,5,dashboard_view,"Great feature, very intuitive!",55254
2118,5827,3,report_generation,Decent but room for improvement,37545
2119,2307,3,custom_workflows,Average functionality,15024
2120,6997,4,lead_scoring,Very helpful for our team,45293
2121,5579,4,data_export,Love the AI insights,35866
2122,6476,1,sales_insights,Hard to understand,41720
2123,9904,3,sales_insights,Works as expected,64029
2124,6143,2,report_generation,Too slow to load,39608
2125,5114,5,api_integration,Love the AI insights,32949
2126,9085,4,analytics_deep_dive,Excellent user experience,58785
2127,3890,4,lead_scoring,Love the AI insights,25239
2128,6818,5,analytics_deep_dive,Excellent user experience,44095
2129,5522,2,lead_scoring,Too slow to load,35458
2130,6707,4,api_integration,Love the AI insights,43296
2131,7209,3,report_generation,"It's okay, could be better",46707
2132,5527,4,ai_assistant,Very helpful for our team,35518
2133,7474,5,lead_scoring,Love the AI insights,48446
2134,9543,5,analytics_deep_dive,Very helpful for our team,61533
2135,1148,5,document_analysis,"Great feature, very intuitive!",7688
2136,3374,5,email_automation,Excellent user experience,21977
2137,3496,4,document_analysis,Love the AI insights,22713
2138,1718,4,email_automation,"Great feature, very intuitive!",11258
2139,5801,5,document_analysis,"Great feature, very intuitive!",37387
2140,9591,5,sales_insights,Love the AI insights,61883
2141,406,5,team_collaboration,Very helpful for our team,2783
2142,4893,3,lead_scoring,"It's okay, could be better",31390
2143,549,4,custom_workflows,Love the AI insights,3745
2144,9059,5,analytics_deep_dive,Very helpful for our team,58635
2145,7842,3,email_automation,Works as expected,50732
2146,7632,3,dashboard_view,Works as expected,49407
2147,9744,4,team_collaboration,"Great feature, very intuitive!",63036
2148,5007,2,document_analysis,Confusing interface,32192
2149,4554,3,sales_insights,Works as expected,29289
2150,5214,4,lead_scoring,Excellent user experience,33548
2151,8732,3,lead_scoring,Decent but room for improvement,56631
2152,9708,2,team_collaboration,Not very useful,62737
2153,1549,5,report_generation,Excellent user experience,10275
2154,9473,3,data_export,Works as expected,61082
2155,5524,4,custom_workflows,Excellent user experience,35477
2156,8866,4,api_integration,Saves me a lot of time,57430
2157,4904,3,analytics_deep_dive,Decent but room for improvement,31498
2158,838,2,api_integration,Hard to understand,5476
2159,1951,4,team_collaboration,"Great feature, very intuitive!",12841
2160,2589,3,lead_scoring,"It's okay, could be better",16848
2161,158,2,document_analysis,Buggy and unreliable,1292
2162,2322,5,lead_scoring,Saves me a lot of time,15105
2163,216,5,custom_workflows,Love the AI insights,1700
2164,2524,4,analytics_deep_dive,"Great feature, very intuitive!",16389
2165,898,1,ai_assistant,Too slow to load,5995
2166,8124,5,ai_assistant,Saves me a lot of time,52592
2167,6786,3,sales_insights,Works as expected,43876
2168,6752,5,analytics_deep_dive,Love the AI insights,43617
2169,4311,3,api_integration,"It's okay, could be better",27889
2170,2810,5,document_analysis,Saves me a lot of time,18292
2171,8079,1,document_analysis,Confusing interface,52292
2172,1040,2,dashboard_view,Confusing interface,6913
2173,6790,1,email_automation,Buggy and unreliable,43908
2174,9753,4,report_generation,"Great feature, very intuitive!",63092
2175,3075,5,data_export,Excellent user experience,19914
2176,8402,2,report_generation,Buggy and unreliable,54279
2177,2893,4,dashboard_view,"Great feature, very intuitive!",18732
2178,4378,4,sales_insights,Very helpful for our team,28241
2179,6675,4,sales_insights,Saves me a lot of time,43118
2180,6004,4,document_analysis,Excellent user experience,38744
2181,4059,3,team_collaboration,Works as expected,26334
2182,328,4,sales_insights,Love the AI insights,2308
2183,8638,5,api_integration,Excellent user experience,55922
2184,2578,3,sales_insights,"It's okay, could be better",16740
2185,9349,5,document_analysis,"Great feature, very intuitive!",60391
2186,6684,3,data_export,Average functionality,43197
2187,9786,3,dashboard_view,Decent but room for improvement,63274
2188,9504,3,report_generation,Average functionality,61309
2189,3668,2,dashboard_view,Not very useful,23839
2190,5614,5,custom_workflows,Saves me a lot of time,36106
2191,3464,4,ai_assistant,Saves me a lot of time,22526
2192,9669,4,email_automation,Excellent user experience,62426
2193,3549,4,sales_insights,Very helpful for our team,23064
2194,3824,2,dashboard_view,Buggy and unreliable,24877
2195,4053,4,email_automation,Love the AI insights,26279
2196,9231,3,ai_assistant,Works as expected,59727
2197,9421,4,document_analysis,Love the AI insights,60785
2198,7806,4,data_export,"Great feature, very intuitive!",50541
2199,3257,3,lead_scoring,Average functionality,21211
2200,6144,5,report_generation,"Great feature, very intuitive!",39616
2201,598,5,api_integration,Very helpful for our team,4026
2202,1246,5,custom_workflows,Saves me a lot of time,8494
2203,5384,4,analytics_deep_dive,Excellent user experience,34580
2204,7546,3,team_collaboration,Decent but room for improvement,48846
2205,3059,5,lead_scoring,Saves me a lot of time,19781
2206,5160,4,dashboard_view,Very helpful for our team,33225
2207,6618,4,dashboard_view,Saves me a lot of time,42792
2208,3160,2,email_automation,Too slow to load,20572
2209,3060,5,sales_insights,Saves me a lot of time,19795
2210,8849,3,document_analysis,"It's okay, could be better",57369
2211,4337,5,data_export,Love the AI insights,28014
2212,4028,3,report_generation,Decent but room for improvement,26095
2213,7150,3,sales_insights,"It's okay, could be better",46279
2214,2567,5,custom_workflows,Very helpful for our team,16650
2215,7475,3,sales_insights,"It's okay, could be better",48456
2216,8622,4,custom_workflows,Very helpful for our team,55798
2217,2914,4,report_generation,Love the AI insights,18885
2218,2568,5,lead_scoring,"Great feature, very intuitive!",16672
2219,7724,5,ai_assistant,Love the AI insights,49972
2220,3879,3,team_collaboration,"It's okay, could be better",25157
2221,3668,5,dashboard_view,"Great feature, very intuitive!",23852
2222,2987,5,dashboard_view,Excellent user experience,19336
2223,7839,3,data_export,Works as expected,50721
2224,5476,3,data_export,Decent but room for improvement,35159
2225,9318,5,dashboard_view,Excellent user experience,60228
2226,8528,4,sales_insights,Love the AI insights,55093
2227,9134,3,document_analysis,Decent but room for improvement,59105
2228,1843,5,report_generation,"Great feature, very intuitive!",12157
2229,3245,4,sales_insights,Saves me a lot of time,21124
2230,5654,3,api_integration,Average functionality,36451
2231,7479,4,document_analysis,Excellent user experience,48485
2232,8402,4,ai_assistant,Love the AI insights,54266
2233,5036,3,api_integration,"It's okay, could be better",32407
2234,3173,2,api_integration,Confusing interface,20655
2235,9451,3,lead_scoring,Average functionality,60958
2236,3820,5,email_automation,"Great feature, very intuitive!",24849
2237,3535,5,team_collaboration,Very helpful for our team,22959
2238,8246,3,document_analysis,Average functionality,53443
2239,7793,3,ai_assistant,Works as expected,50456
2240,2335,5,team_collaboration,"Great feature, very intuitive!",15199
2241,7875,3,api_integration,"It's okay, could be better",50873
2242,8184,5,email_automation,"Great feature, very intuitive!",53046
2243,3979,2,ai_assistant,Hard to understand,25810
2244,9520,5,data_export,Excellent user experience,61420
2245,7947,5,custom_workflows,Love the AI insights,51344
2246,2389,2,data_export,Hard to understand,15585
2247,5478,4,dashboard_view,Love the AI insights,35177
2248,7198,3,sales_insights,Decent but room for improvement,46624
2249,6452,4,dashboard_view,"Great feature, very intuitive!",41578
2250,6021,4,sales_insights,Love the AI insights,38838
2251,9331,4,email_automation,Excellent user experience,60331
2252,5126,5,dashboard_view,"Great feature, very intuitive!",33045
2253,5571,4,document_analysis,Love the AI insights,35790
2254,4855,5,sales_insights,Very helpful for our team,31137
2255,3981,4,sales_insights,Saves me a lot of time,25849
2256,2342,3,email_automation,Average functionality,15267
2257,8906,4,lead_scoring,Excellent user experience,57684
2258,9614,2,lead_scoring,Hard to understand,62042
2259,10000,4,data_export,Excellent user experience,64634
2260,4108,4,lead_scoring,Excellent user experience,26683
2261,5609,5,dashboard_view,Love the AI insights,36077
2262,9370,4,team_collaboration,Very helpful for our team,60521
2263,4914,2,lead_scoring,Confusing interface,31584
2264,2233,4,report_generation,"Great feature, very intuitive!",14505
2265,9465,5,document_analysis,Love the AI insights,61025
2266,7706,4,document_analysis,"Great feature, very intuitive!",49863
2267,9944,4,data_export,Excellent user experience,64282
2268,6403,3,document_analysis,Average functionality,41255
2269,8734,5,analytics_deep_dive,Saves me a lot of time,56664
2270,5623,5,data_export,Excellent user experience,36183
2271,5859,3,sales_insights,Works as expected,37793
2272,5393,4,ai_assistant,"Great feature, very intuitive!",34659
2273,4775,5,lead_scoring,"Great feature, very intuitive!",30658
2274,7570,5,team_collaboration,Love the AI insights,48978
2275,4484,4,api_integration,Very helpful for our team,28871
2276,1617,1,sales_insights,Confusing interface,10645
2277,3503,4,dashboard_view,Love the AI insights,22751
2278,7681,5,analytics_deep_dive,Love the AI insights,49736
2279,225,2,document_analysis,Too slow to load,1746
2280,7016,5,email_automation,Excellent user experience,45418
2281,3416,1,team_collaboration,Hard to understand,22226
2282,9074,5,email_automation,"Great feature, very intuitive!",58735
2283,7260,3,lead_scoring,"It's okay, could be better",47024
2284,8928,4,data_export,Very helpful for our team,57811
2285,7566,3,sales_insights,Decent but room for improvement,48946
2286,7438,5,analytics_deep_dive,Saves me a lot of time,48209
2287,9400,5,email_automation,Saves me a lot of time,60674
2288,8606,5,report_generation,Excellent user experience,55707
2289,2172,5,analytics_deep_dive,Very helpful for our team,14133
2290,3015,1,dashboard_view,Confusing interface,19473
2291,6600,5,sales_insights,Love the AI insights,42641
2292,5800,4,data_export,Love the AI insights,37380
2293,3199,4,sales_insights,Very helpful for our team,20840
2294,9960,5,lead_scoring,"Great feature, very intuitive!",64433
2295,7304,3,ai_assistant,"It's okay, could be better",47414
2296,3430,4,team_collaboration,Very helpful for our team,22304
2297,513,4,custom_workflows,Very helpful for our team,3503
2298,1653,4,email_automation,Very helpful for our team,10874
2299,5557,5,lead_scoring,Love the AI insights,35695
2300,2716,2,ai_assistant,Not very useful,17681
2301,4149,5,custom_workflows,"Great feature, very intuitive!",26895
2302,45,3,api_integration,Decent but room for improvement,277
2303,6120,5,report_generation,Saves me a lot of time,39429
2304,9256,1,analytics_deep_dive,Buggy and unreliable,59899
2305,7636,5,custom_workflows,"Great feature, very intuitive!",49441
2306,3185,4,email_automation,"Great feature, very intuitive!",20737
2307,4096,4,team_collaboration,Excellent user experience,26570
2308,278,3,sales_insights,Works as expected,2051
2309,672,4,email_automation,Love the AI insights,4435
2310,7394,4,dashboard_view,Excellent user experience,47919
2311,769,3,dashboard_view,Decent but room for improvement,4980
2312,4468,5,custom_workflows,"Great feature, very intuitive!",28790
2313,2679,4,analytics_deep_dive,Love the AI insights,17357
2314,3433,4,team_collaboration,Love the AI insights,22347
2315,5669,3,dashboard_view,Decent but room for improvement,36579
2316,7403,3,sales_insights,Works as expected,47969
2317,5860,2,email_automation,Too slow to load,37804
2318,7782,4,sales_insights,Love the AI insights,50330
2319,5862,4,lead_scoring,Love the AI insights,37828
2320,9610,3,report_generation,Works as expected,61998
2321,1826,4,analytics_deep_dive,Very helpful for our team,12053
2322,3335,3,team_collaboration,Works as expected,21735
2323,3222,3,dashboard_view,Works as expected,20971
2324,5181,1,ai_assistant,Hard to understand,33379
2325,7901,5,analytics_deep_dive,Saves me a lot of time,51074
2326,4947,2,dashboard_view,Hard to understand,31793
2327,3488,5,data_export,Very helpful for our team,22682
2328,3100,3,email_automation,Decent but room for improvement,20054
2329,1043,4,report_generation,Excellent user experience,6932
2330,5836,5,report_generation,"Great feature, very intuitive!",37611
2331,873,2,data_export,Buggy and unreliable,5748
2332,4895,5,team_collaboration,"Great feature, very intuitive!",31395
2333,2133,5,api_integration,Excellent user experience,13869
2334,7661,2,report_generation,Hard to understand,49612
2335,6696,4,report_generation,"Great feature, very intuitive!",43258
2336,3234,3,team_collaboration,"It's okay, could be better",21065
2337,5814,4,ai_assistant,Very helpful for our team,37442
2338,4321,4,report_generation,Excellent user experience,27941
2339,5787,4,dashboard_view,Love the AI insights,37298
2340,9023,3,report_generation,Decent but room for improvement,58445
2341,8178,3,api_integration,Works as expected,52990
2342,6824,4,custom_workflows,Love the AI insights,44128
2343,2618,1,custom_workflows,Buggy and unreliable,16989
2344,7953,2,team_collaboration,Buggy and unreliable,51409
2345,6483,3,lead_scoring,Average functionality,41769
2346,8511,2,custom_workflows,Buggy and unreliable,54976
2347,8729,4,lead_scoring,Excellent user experience,56572
2348,3320,4,sales_insights,Excellent user experience,21613
2349,9904,2,custom_workflows,Confusing interface,64036
2350,3668,4,email_automation,Very helpful for our team,23849
2351,8646,4,custom_workflows,Saves me a lot of time,55976
2352,5291,5,team_collaboration,Excellent user experience,34022
2353,2041,4,report_generation,Excellent user experience,13332
2354,9491,4,email_automation,"Great feature, very intuitive!",61223
2355,4545,5,dashboard_view,Saves me a lot of time,29251
2356,8468,5,api_integration,Love the AI insights,54669
2357,2105,4,lead_scoring,Love the AI insights,13695
2358,7808,2,dashboard_view,Buggy and unreliable,50553
2359,4358,4,dashboard_view,Excellent user experience,28157
2360,9016,2,document_analysis,Buggy and unreliable,58392
2361,5585,3,document_analysis,Works as expected,35924
2362,5133,5,dashboard_view,"Great feature, very intuitive!",33085
2363,5071,5,email_automation,Excellent user experience,32653
2364,8295,4,ai_assistant,Love the AI insights,53653
2365,5672,2,sales_insights,Confusing interface,36590
2366,5106,5,lead_scoring,Love the AI insights,32897
2367,1829,4,report_generation,Love the AI insights,12074
2368,238,4,team_collaboration,Love the AI insights,1830
2369,6684,4,data_export,Very helpful for our team,43200
2370,7527,3,team_collaboration,Works as expected,48780
2371,4822,3,ai_assistant,Average functionality,30870
2372,671,5,custom_workflows,Very helpful for our team,4416
2373,4167,3,analytics_deep_dive,"It's okay, could be better",27026
2374,8705,5,ai_assistant,Saves me a lot of time,56391
2375,4568,5,team_collaboration,Saves me a lot of time,29373
2376,1815,5,sales_insights,Very helpful for our team,11995
2377,6498,3,data_export,Decent but room for improvement,41902
2378,6652,4,dashboard_view,Love the AI insights,42987
2379,9236,3,ai_assistant,Works as expected,59749
2380,1009,3,sales_insights,Average functionality,6703
2381,1665,4,api_integration,Very helpful for our team,10948
2382,3822,4,custom_workflows,Saves me a lot of time,24866
2383,4031,3,dashboard_view,Average functionality,26126
2384,860,3,api_integration,"It's okay, could be better",5618
2385,1069,2,ai_assistant,Not very useful,7140
2386,4417,5,ai_assistant,"Great feature, very intuitive!",28484
2387,4067,5,custom_workflows,Saves me a lot of time,26381
2388,6253,3,lead_scoring,"It's okay, could be better",40306
2389,7473,1,ai_assistant,Not very useful,48444
2390,5238,5,report_generation,Saves me a lot of time,33695
2391,5984,4,report_generation,Love the AI insights,38646
2392,4753,4,api_integration,Excellent user experience,30515
2393,5070,5,lead_scoring,Excellent user experience,32630
2394,698,3,email_automation,Average functionality,4566
2395,9078,4,custom_workflows,Love the AI insights,58743
2396,7046,4,analytics_deep_dive,Saves me a lot of time,45578
2397,61,2,document_analysis,Too slow to load,430
2398,6821,1,ai_assistant,Hard to understand,44114
2399,5688,3,data_export,Works as expected,36669
2400,7344,5,data_export,Love the AI insights,47642
2401,2510,3,sales_insights,Decent but room for improvement,16307
2402,4550,1,api_integration,Hard to understand,29262
2403,9897,4,email_automation,Love the AI insights,63987
2404,1162,3,email_automation,"It's okay, could be better",7845
2405,1634,2,team_collaboration,Not very useful,10760
2406,116,4,ai_assistant,Love the AI insights,950
2407,3230,4,ai_assistant,Love the AI insights,21040
2408,2924,5,report_generation,Love the AI insights,18931
2409,8197,3,analytics_deep_dive,"It's okay, could be better",53098
2410,6450,5,lead_scoring,Love the AI insights,41559
2411,9126,3,lead_scoring,Decent but room for improvement,59065
2412,3707,2,analytics_deep_dive,Buggy and unreliable,24162
2413,4200,4,lead_scoring,Saves me a lot of time,27289
2414,5742,4,dashboard_view,"Great feature, very intuitive!",37046
2415,3749,5,lead_scoring,Very helpful for our team,24474
2416,2339,4,lead_scoring,"Great feature, very intuitive!",15226
2417,8318,2,api_integration,Buggy and unreliable,53780
2418,8679,3,dashboard_view,Average functionality,56238
2419,3441,5,team_collaboration,Love the AI insights,22385
2420,3583,4,sales_insights,Excellent user experience,23276
2421,3425,4,document_analysis,Excellent user experience,22276
2422,8605,4,document_analysis,Very helpful for our team,55686
2423,8671,5,custom_workflows,Excellent user experience,56180
2424,4117,5,report_generation,Love the AI insights,26733
2425,3895,4,api_integration,Very helpful for our team,25260
2426,6745,4,custom_workflows,Excellent user experience,43570
2427,3628,4,api_integration,Excellent user experience,23601
2428,7839,5,team_collaboration,Saves me a lot of time,50722
2429,6657,5,analytics_deep_dive,Very helpful for our team,43013
2430,5948,3,api_integration,Average functionality,38347
2431,1231,5,custom_workflows,Saves me a lot of time,8381
2432,607,5,report_generation,Very helpful for our team,4112
2433,8343,5,email_automation,Excellent user experience,53919
2434,7884,4,sales_insights,Saves me a lot of time,50925
2435,3450,3,ai_assistant,Average functionality,22448
2436,9886,5,analytics_deep_dive,"Great feature, very intuitive!",63910
2437,3890,5,team_collaboration,Very helpful for our team,25232
2438,3802,4,email_automation,Excellent user experience,24765
2439,9017,4,api_integration,"Great feature, very intuitive!",58393
2440,2463,5,email_automation,Excellent user experience,16053
2441,2333,1,dashboard_view,Too slow to load,15174
2442,3697,2,email_automation,Too slow to load,24081
2443,7623,5,data_export,Saves me a lot of time,49328
2444,4440,3,custom_workflows,Works as expected,28610
2445,119,4,ai_assistant,Very helpful for our team,978
2446,6911,4,ai_assistant,Love the AI insights,44685
2447,4275,5,lead_scoring,Very helpful for our team,27689
2448,4190,4,analytics_deep_dive,Saves me a lot of time,27203
2449,6179,2,dashboard_view,Buggy and unreliable,39827
2450,5362,2,team_collaboration,Hard to understand,34448
2451,9367,3,sales_insights,Works as expected,60504
2452,8212,4,document_analysis,Very helpful for our team,53200
2453,1802,5,document_analysis,Love the AI insights,11892
2454,3113,5,api_integration,Excellent user experience,20104
2455,4446,5,email_automation,Very helpful for our team,28690
2456,7361,3,analytics_deep_dive,Works as expected,47697
2457,5032,5,api_integration,Love the AI insights,32379
2458,558,5,ai_assistant,"Great feature, very intuitive!",3802
2459,4344,5,dashboard_view,Excellent user experience,28061
2460,5863,5,lead_scoring,Excellent user experience,37847
2461,3861,1,report_generation,Buggy and unreliable,25049
2462,4717,4,api_integration,Very helpful for our team,30292
2463,3204,3,data_export,Decent but room for improvement,20879
2464,429,5,data_export,Saves me a lot of time,2952
2465,36,5,email_automation,Excellent user experience,215
2466,2713,3,report_generation,Decent but room for improvement,17639
2467,7095,5,data_export,"Great feature, very intuitive!",45957
2468,8370,2,ai_assistant,Too slow to load,54103
2469,3449,1,team_collaboration,Buggy and unreliable,22434
2470,9926,4,sales_insights,Love the AI insights,64130
2471,321,5,email_automation,Saves me a lot of time,2271
2472,5870,4,report_generation,Love the AI insights,37898
2473,8322,3,sales_insights,"It's okay, could be better",53802
2474,4199,4,email_automation,Love the AI insights,27286
2475,515,3,report_generation,"It's okay, could be better",3512
2476,1614,4,report_generation,Excellent user experience,10610
2477,9783,4,analytics_deep_dive,Saves me a lot of time,63236
2478,1035,5,data_export,"Great feature, very intuitive!",6904
2479,980,3,dashboard_view,Works as expected,6500
2480,5754,3,lead_scoring,Average functionality,37121
2481,1324,4,report_generation,Excellent user experience,8949
2482,8060,4,dashboard_view,"Great feature, very intuitive!",52197
2483,4680,5,email_automation,Excellent user experience,30063
2484,2032,2,email_automation,Buggy and unreliable,13256
2485,5789,5,custom_workflows,Very helpful for our team,37310
2486,4437,5,api_integration,Very helpful for our team,28597
2487,4489,3,team_collaboration,Works as expected,28902
2488,2976,3,lead_scoring,Works as expected,19245
2489,4290,5,report_generation,Excellent user experience,27768
2490,1838,5,lead_scoring,"Great feature, very intuitive!",12122
2491,4539,5,document_analysis,Excellent user experience,29218
2492,7002,4,document_analysis,Excellent user experience,45322
2493,3678,4,email_automation,Very helpful for our team,23910
2494,7644,5,analytics_deep_dive,Excellent user experience,49511
2495,9231,5,sales_insights,Excellent user experience,59731
2496,6752,4,lead_scoring,Very helpful for our team,43619
2497,4582,5,api_integration,"Great feature, very intuitive!",29458
2498,4024,5,team_collaboration,Excellent user experience,26067
2499,3126,5,data_export,Saves me a lot of time,20185
2500,7663,4,dashboard_view,"Great feature, very intuitive!",49632
2501,5925,1,sales_insights,Confusing interface,38218
2502,700,4,analytics_deep_dive,"Great feature, very intuitive!",4600
2503,2431,3,lead_scoring,Works as expected,15851
2504,1227,2,document_analysis,Hard to understand,8353
2505,1109,5,report_generation,Very helpful for our team,7473
2506,4810,4,email_automation,Excellent user experience,30803
2507,2862,2,data_export,Buggy and unreliable,18543
2508,1012,4,lead_scoring,Love the AI insights,6726
2509,1841,1,api_integration,Not very useful,12127
2510,8910,2,document_analysis,Too slow to load,57697
2511,2778,5,sales_insights,Very helpful for our team,18091
2512,7027,3,custom_workflows,Decent but room for improvement,45500
2513,7179,4,analytics_deep_dive,Love the AI insights,46524
2514,9190,4,sales_insights,Love the AI insights,59469
2515,7890,4,custom_workflows,Saves me a lot of time,50989
2516,7299,5,document_analysis,Excellent user experience,47360
2517,4910,4,custom_workflows,Very helpful for our team,31561
2518,6683,5,email_automation,Love the AI insights,43181
2519,8309,3,custom_workflows,Works as expected,53738
2520,9008,3,analytics_deep_dive,Decent but room for improvement,58374
2521,7839,4,lead_scoring,Love the AI insights,50714
2522,2731,3,analytics_deep_dive,"It's okay, could be better",17758
2523,3638,2,custom_workflows,Not very useful,23689
2524,945,2,lead_scoring,Confusing interface,6218
2525,3695,5,ai_assistant,Excellent user experience,24046
2526,279,3,email_automation,"It's okay, could be better",2061
2527,1034,5,report_generation,Excellent user experience,6894
2528,7403,4,data_export,Very helpful for our team,47976
2529,3022,5,team_collaboration,Love the AI insights,19522
2530,9849,4,analytics_deep_dive,Love the AI insights,63652
2531,8906,5,document_analysis,Very helpful for our team,57676
2532,9895,5,api_integration,"Great feature, very intuitive!",63951
2533,2570,3,sales_insights,Works as expected,16680
2534,9672,5,ai_assistant,Excellent user experience,62458
2535,6947,5,data_export,Very helpful for our team,44950
2536,7997,2,analytics_deep_dive,Confusing interface,51784
2537,1281,3,report_generation,Works as expected,8696
2538,513,5,analytics_deep_dive,"Great feature, very intuitive!",3505
2539,1676,3,team_collaboration,"It's okay, could be better",11032
2540,6217,5,ai_assistant,Very helpful for our team,40082
2541,5291,4,document_analysis,"Great feature, very intuitive!",34036
2542,2316,4,document_analysis,Excellent user experience,15061
2543,5959,5,lead_scoring,Love the AI insights,38432
2544,1681,3,sales_insights,Decent but room for improvement,11067
2545,4117,3,data_export,Average functionality,26735
2546,9895,4,document_analysis,Very helpful for our team,63945
2547,9672,3,custom_workflows,Decent but room for improvement,62459
2548,6172,1,data_export,Confusing interface,39780
2549,1688,5,report_generation,Saves me a lot of time,11106
2550,8494,5,dashboard_view,Very helpful for our team,54854
2551,8128,3,team_collaboration,Average functionality,52644
2552,4830,4,email_automation,Very helpful for our team,30948
2553,1747,5,data_export,"Great feature, very intuitive!",11470
2554,3428,3,dashboard_view,Decent but room for improvement,22285
2555,6762,1,report_generation,Too slow to load,43705
2556,7774,4,report_generation,Saves me a lot of time,50273
2557,1884,5,analytics_deep_dive,Excellent user experience,12443
2558,4801,4,api_integration,Love the AI insights,30764
2559,6406,4,lead_scoring,Love the AI insights,41262
2560,3023,4,custom_workflows,"Great feature, very intuitive!",19534
2561,9552,5,email_automation,Excellent user experience,61636
2562,4004,5,custom_workflows,Saves me a lot of time,25966
2563,5766,5,custom_workflows,"Great feature, very intuitive!",37181
2564,9269,4,report_generation,Excellent user experience,59970
2565,9546,4,custom_workflows,"Great feature, very intuitive!",61599
2566,7058,5,report_generation,Very helpful for our team,45688
2567,3550,4,report_generation,Excellent user experience,23070
2568,6041,3,analytics_deep_dive,"It's okay, could be better",38999
2569,6432,4,custom_workflows,"Great feature, very intuitive!",41408
2570,5190,5,ai_assistant,Saves me a lot of time,33453
2571,7775,5,email_automation,Excellent user experience,50283
2572,4211,2,api_integration,Confusing interface,27378
2573,8957,5,data_export,Saves me a lot of time,58080
2574,8503,5,dashboard_view,Very helpful for our team,54926
2575,5051,3,sales_insights,Average functionality,32515
2576,1109,1,analytics_deep_dive,Not very useful,7464
2577,9021,1,report_generation,Not very useful,58418
2578,6086,1,document_analysis,Confusing interface,39253
2579,3416,5,custom_workflows,Love the AI insights,22225
2580,2671,2,email_automation,Too slow to load,17272
2581,372,3,custom_workflows,Decent but room for improvement,2554
2582,2713,4,custom_workflows,"Great feature, very intuitive!",17643
2583,2523,4,dashboard_view,Excellent user experience,16385
2584,9681,4,document_analysis,Excellent user experience,62541
2585,57,2,ai_assistant,Hard to understand,392
2586,1882,3,custom_workflows,Average functionality,12420
2587,6965,4,data_export,Excellent user experience,45103
2588,1659,4,analytics_deep_dive,Love the AI insights,10911
2589,5997,2,analytics_deep_dive,Confusing interface,38721
2590,6153,5,dashboard_view,Excellent user experience,39655
2591,9068,3,lead_scoring,"It's okay, could be better",58689
2592,3826,3,ai_assistant,"It's okay, could be better",24901
2593,5386,4,dashboard_view,Saves me a lot of time,34593
2594,5076,4,data_export,Saves me a lot of time,32687
2595,947,2,sales_insights,Too slow to load,6242
2596,3690,5,custom_workflows,"Great feature, very intuitive!",24007
2597,9646,3,dashboard_view,"It's okay, could be better",62263
2598,874,3,email_automation,Works as expected,5765
2599,6563,3,email_automation,"It's okay, could be better",42371
2600,9036,3,dashboard_view,Works as expected,58541
2601,5218,4,dashboard_view,Very helpful for our team,33575
2602,3953,5,team_collaboration,Love the AI insights,25645
2603,7996,4,data_export,Saves me a lot of time,51756
2604,4485,4,document_analysis,Saves me a lot of time,28881
2605,7423,4,dashboard_view,Saves me a lot of time,48123
2606,54,4,api_integration,Saves me a lot of time,349
2607,8460,3,document_analysis,Average functionality,54626
2608,4625,4,data_export,Excellent user experience,29718
2609,9649,1,analytics_deep_dive,Hard to understand,62311
2610,5901,3,report_generation,Works as expected,38056
2611,4080,3,analytics_deep_dive,"It's okay, could be better",26453
2612,8660,4,document_analysis,Love the AI insights,56074
2613,7854,4,analytics_deep_dive,Saves me a lot of time,50801
2614,9837,3,custom_workflows,Decent but room for improvement,63544
2615,1918,2,email_automation,Too slow to load,12688
2616,3131,4,email_automation,Very helpful for our team,20269
2617,3508,4,dashboard_view,Saves me a lot of time,22786
2618,3154,4,data_export,"Great feature, very intuitive!",20507
2619,5281,3,lead_scoring,Average functionality,33970
2620,2582,5,analytics_deep_dive,Very helpful for our team,16780
2621,3201,5,lead_scoring,Love the AI insights,20853
2622,212,3,email_automation,Works as expected,1636
2623,4060,4,lead_scoring,Saves me a lot of time,26340
2624,4359,4,lead_scoring,Excellent user experience,28167
2625,5486,4,analytics_deep_dive,Excellent user experience,35238
2626,7387,3,data_export,Average functionality,47844
2627,7835,4,lead_scoring,Very helpful for our team,50695
2628,5854,3,api_integration,Works as expected,37738
2629,1848,5,sales_insights,Very helpful for our team,12209
2630,2232,5,custom_workflows,"Great feature, very intuitive!",14485
2631,1310,5,document_analysis,Saves me a lot of time,8841
2632,7394,5,dashboard_view,Saves me a lot of time,47911
2633,8725,4,custom_workflows,Very helpful for our team,56551
2634,9303,2,report_generation,Not very useful,60150
2635,6295,3,api_integration,Works as expected,40603
2636,6774,5,email_automation,"Great feature, very intuitive!",43816
2637,553,4,team_collaboration,Excellent user experience,3772
2638,180,2,dashboard_view,Buggy and unreliable,1414
2639,9484,4,api_integration,Saves me a lot of time,61173
2640,5967,5,dashboard_view,Excellent user experience,38489
2641,2880,3,custom_workflows,"It's okay, could be better",18595
2642,4305,4,analytics_deep_dive,Very helpful for our team,27874
2643,9120,4,api_integration,Love the AI insights,58994
2644,9126,5,analytics_deep_dive,Very helpful for our team,59067
2645,5024,2,custom_workflows,Confusing interface,32333
2646,6707,4,lead_scoring,Saves me a lot of time,43288
2647,8533,5,ai_assistant,"Great feature, very intuitive!",55169
2648,1046,3,api_integration,Average functionality,6952
